"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
100,"1","2025-09-17T17:12:53.034609Z","Linguagens e Códigos",101,"Análise de Exemplo",8.688,"TEXTO DE REFERÊNCIA: A velha quadra de paredes corcovadas, carequentas,
povoou‑se estranhamente de instrumentos científicos
moderníssimos, nos quais o brilho fulvo do latão envernizado
se casava ao preto baço das partes enegrecidas, à
transparência cristalina dos tubos de vidro multiformes,
áo lustroso da madeira brumida dos suportes, à verdura
fresca da seda das bobinas.

Botelhas de Leyde, jarras enormes, agrupadas em
baterias formidáveis, máquinas de Ramsden e Holtez,
pilhas compartimentos Kruikshank e de Wollanston, pilhas
enérgica de Grove, de Bunsen, de Daniell, de Leclanché;

[...] tudo isso por aí protraía as formas esquisitas, fosco,
diáfano, reverberante a um tempo; [...]. O ar estava picado
de um cheiro acre, irritante, de ácido azótico e de ozone.

RIBEIRO, J. A Carne. São Paulo: Ateliê Editorial, 2015. p. 32. (fragmento)

No fragmento de A Carne, de Júlio Ribeiro, os recursos cientificistas da prosa naturalista são representados por que tipo de recurso linguístico?","90b9125846d1ee00b884ff2094418dd427cd46447d90b11834095cab41b30fea39391bfb11c8668541c7c2a67cd5b12eeb6b518dea2873304899602c4aec2c11","train","léxico especializado","2025-09-17T17:12:53.034620Z"
101,"1","2025-09-17T17:12:58.410626Z","Ciências da Natureza",102,"Conceitual",4.3,"TEXTO DE REFERÊNCIA: O ser humano está fortemente cercado, por dentro e por fora, de bactérias. Embora algumas delas constituam agentes de doenças, outras, como a Escherichia coli, vivem no intestino grosso e aí produzem vitaminas B12 e K, que são aproveitadas pelo organismo, após atravessarem a parede do cólon.

Qual é a classificação da relação que se estabelece entre o homem e as bactérias intestinais referidas?","6ee9cd995c18e43b3cad220705bc8e591d693315b05b940a779d99e532ca621cc9edf39bef39ef9a17e095b81771bd5d82bedf401658f65e5ec3563169eb2110","train","mutualismo","2025-09-17T17:12:58.410640Z"
102,"1","2025-09-17T17:13:05.806179Z","Ciências da Natureza",103,"Análise de Exemplo",6.483,"TEXTO DE REFERÊNCIA: As folhas são os órgãos que melhor refletem as adaptações estruturais adquiridas pelas plantas, que as tornam aptas para sobreviver nos diferentes tipos de ambiente. Durante a evolução do vegetal, essas adaptações foram acontecendo impostas pelos diferentes habitats, conferindo às plantas maiores vantagens para crescerem nesses ambientes (sem, no entanto, restringir o vegetal a eles). Em um ambiente A, são comumente encontradas plantas com folhas relativamente pequenas (em relação ao volume foliar) e compactadas, com grande quantidade de estômatos e de tricomas. No ambiente B, é mais frequente a presença de plantas com estômatos apenas na face superior das folhas, e hidatódios na face inferior.

A partir da descrição das folhas apresentada no texto, o ambiente A possivelmente é:","1ba7f424513c45219b2f6ace9b11abdb85ca8114ab4340c137eda6c23146594995e11ac370aa0dcc3e3bf1ec64b67bcce50ec19cdbc57c3c4a9123486489775e","train","seco, com baixa disponibilidade hídrica","2025-09-17T17:13:05.806190Z"
103,"1","2025-09-17T17:13:16.227697Z","Linguagens e Códigos",104,"Comparativo",9.497,"TEXTO DE REFERÊNCIA: TEXTO I

A narrativa, portanto, leva os espectadores a investigar diversos mistérios junto com Wandinha. Mergulhamos nos segredos da escola Nunca Mais e, episódio após episódio, vamos nos aproximando de respostas ao lado da protagonista. E, apesar de apresentar um storytelling simples, a produção é eficaz em manter quem está assistindo entretido e curioso, seja por meio das pontas soltas na narrativa (que geram apreensão) ou dos plot twists (que são vários na reta final).

Isso tudo, somado à direção de Tim Burton, cria uma atmosfera sombria e que combina perfeitamente com Wandinha, com A Família Addams e com o próprio estilo do diretor, conhecido por suas obras excêntricas e “diferentonas”. Os cenários, os elementos de cena, as atuações, os mistérios, tudo tem a marca registrada de Burton, que acerta em cheio ao conduzir a série.

Disponível em: https://www.tecmundo.com.br. Acesso em: 10 nov. 2022. (adaptado)

TEXTO II

O primeiro episódio até parece algo antiquado, como um telefilme, provavelmente uma homenagem à sitcom da Família Addams na década de 1960. Entretanto, o renovo burtonesco traz a juventude deslocada de Wandinha tentando entender a puberdade, não a infância melancólica, como o diretor costumava usar. Mortícia e Wandinha representam o conflito de gerações, tendo em vista que a escola Nunca Mais foi frequentada pela mãe e por Gomez. E apesar do romance da protagonista com uma personagem “normal”; da sua amizade fofa com Enid (Emma Myers) – a menina loba super colorida –; e da inimizade clássica com a garota popular do colégio – a sereia negra chamada Bianca (Joy Sunday) –, o foco da série é a protagonista‑detetive descobrindo conflitos entre o passado e o presente de Nunca Mais. Com um roteiro limitado por explicações da investigação, mas com a direção de Burton chamando atenção com a fotografia de primeiríssimos planos nas personagens, com ângulos acentuados e estranhos e com alguns planos mais elaborados para diálogos, há uma diversão morna, estranha de se acompanhar, na rotina escolar. Até mesmo porque a escola se torna estranhamente normal, mesmo que contenha mistério no seu passado. A ideia de Wandinha é que a loucura se torna normal, como um assassinato ficcionalizado buscando solução para a vida real – como Poe fazia com os crimes americanos no século XIX e Wandinha datilografa, como uma autora e narradora da série.

Disponível em: https://www.planocritico.com. Acesso em: 17 jan. 2022. (adaptado)

Os textos I e II exprimem algumas percepções distintas acerca da série Wandinha. No entanto, há convergência entre eles quanto a:","f76859a3c56d8f94067342c48222ea8fc97e1d97d62cdeb073dfe82ab6b6ed5db0dcee746f5ad8f7b238363c015b4d996ad0055f13f0f6c71934dbf80c362791","train","marca singular da direção","2025-09-17T17:13:16.227709Z"
104,"1","2025-09-17T17:13:31.367558Z","Linguagens e Códigos",105,"Análise de Exemplo",14.113,"Qual recurso retórico a campanha utiliza para enfatizar um problema social, comparando o uso de drogas a um tipo de prisão para indicar que a autonomia do usuário é prejudicada?","b246f3714e885773bb6c13d54c0e758632d8c2f3e517b74faaf8f212acfe1127eaa8988f69b2f56aa31b03676511296f68ada454f42958dc782652f79e460f00","train","metáfora entre o uso de drogas e um tipo de prisão","2025-09-17T17:13:31.367567Z"
105,"1","2025-09-17T17:13:37.304323Z","Linguagens e Códigos",106,"Conceitual",4.855,"TEXTO DE REFERÊNCIA: Batata quente

Se eu te entregasse agora o meu amor

aceso como ele está,

como ele está, pesado,

você o trocaria rapidamente de mão,

você o guardaria um pouco na esquerda,

um pouco na direita,

por quanto tempo antes de o passar adiante?

MARQUES, A. M. A vida submarina. São Paulo: Cia das Letras, 2021.

Qual recurso poético a poetisa Ana Martins Marques utiliza ao atribuir ao amor as características de uma brincadeira?","9de36946af7a2e01e415978fb4b4cd9d58fe6874295572433797d6756162fd6dcb415e80f391cdddfa03a39342778208f81f0bb6c399487b7d136e6cfcd26bfa","valid","metáfora","2025-09-17T17:13:37.304339Z"
106,"1","2025-09-17T17:13:44.315344Z","Linguagens e Códigos",107,"Análise de Exemplo",5.88,"TEXTO DE REFERÊNCIA: As pichações põem à prova a nossa miopia urbana.

Onde vemos borrões, jovens veem marcas nítidas da passagem de pessoas, identidades e bairros. Os rabiscos que cobrem a cidade são nomes com rosto e reputação. São uma linguagem com sensibilidade e valores próprios que delimitam espaços e marcam fronteiras entre o mundo do nós e o dos outros. São grafismos que trazem histórias de vidas, memórias, projetos, perdas, sensações intensas de prazer, medo, aventura, revolta, realização, risco e morte.

KUSCHNIR, K.; AZEVEDO, V. Mensagens criptografadas. Disponível em: <https://blogdoims.com.br>. Acesso em: 30 out. 2023. [Fragmento adaptado]

No fragmento, a palavra “pichações” é","5e3bbf451ad9a91827d2b39d87b7d7db9d89d9dc0d8ac74fd775f904a99f5a4d8233f7f5b5eca04aaa3cd5c3abf5dd8747b65091d8c194ab6335a5f226ff75c8","train","referenciada pelos termos “rabiscos” e “grafismos”.","2025-09-17T17:13:44.315355Z"
107,"1","2025-09-17T17:13:50.298730Z","Ciências da Natureza",108,"Conceitual",5.063,"TEXTO DE REFERÊNCIA: Uma forma de medir o pH de uma solução é utilizar um pHmetro (ou medidor de pH) que contém um eletrodo de vidro. O funcionamento desse sensor é possível por conta dos espaços que existem entre os átomos que compõem a estrutura do vidro. Microscopicamente, o vidro tem uma estrutura irregular de SiO4⁴⁻ com cátions “encrustrados” e conectados aos ânions. Durante a medida do pH, os íons H⁺ substituem esses cátions no vidro por meio de um equilíbrio de troca iônica. Esse processo gera uma diferença de potencial na superfície do vidro, a qual é convertida em unidades de pH. Esse processo é influenciado pelo raio iônico dos cátions presentes no vidro, uma vez que, quanto menor o raio iônico, mais forte é a ligação entre o cátion e o ânion.

Tabela de raios iônicos (pm): H⁺ 54; Li⁺ 90; Na⁺ 116; K⁺ 152; Rb⁺ 166; Cs⁺ 178.

HARRIS, D. C. et al. Quantitative Chemical Analysis. Nova York: Freeman and Company, 2010 (adaptado).

Considerando o processo de troca iônica, qual cátion é o mais difícil de ser retirado do retículo do vidro pelo íon H⁺?","ca0e3e5c5a13f01688fbf77347a75c6230a5548ddf2069d2cf6533e524aac259326827336e99189d88ee008c5a119b4ea6cc22ef0f73dde30135e97044424f4c","train","Li⁺","2025-09-17T17:13:50.298740Z"
108,"1","2025-09-17T17:13:56.065422Z","Ciências Humanas",109,"Conceitual",4.47,"TEXTO DE REFERÊNCIA: A família proporciona a aprendizagem de normas sociais que conduzem à interação dos indivíduos dentro de suas paredes institucionais. Nela, os papéis sociais são desde cedo distintamente assimilados pela criança. A percepção do que é ser pai, ser mãe, ser filho e/ou irmão vai se formando e determinando os modos de estar do infante ante ao mundo ao longo de sua infância. Ela é, talvez, a primeira instituição com a qual o indivíduo tem contato em sua vida e que serve de base para todas as outras.

SANTOS, Danielle Marques dos; NASCIMENTO, Virgílio Gomes do. “A família como instituição moderna”. Fractal: Revista de Psicologia. Niterói, n. 20, v. 2. (Adaptado)

Conforme os preceitos da sociologia moderna, qual é o papel da família como instituição?","788fd654781323fb14d5d7bf513eeb771707489a27d5c19479882c509ad5565f6e2383c60cc6b7a7014e28af93e407570eff2e3334cc315722f57b0d5f0eed66","train","Transmitir valores às gerações futuras.","2025-09-17T17:13:56.065433Z"
109,"1","2025-09-17T17:14:04.092222Z","Linguagens e Códigos",110,"Análise de Exemplo",7.064,"TEXTO DE REFERÊNCIA: Proponho-me falar de encontros, ocorridos no contexto de um movimento complexo que designamos de Fronteiras Urbanas, iniciado em 2010 como um projeto de investigação etnográfica em educação comunitária, envolvendo uma comunidade acadêmica e duas comunidades locais da Costa da Caparica. Recorto alguns episódios, inscritos em breves narrativas, poemas e textos de gênero inclassificável, onde a reflexão e a descrição se mesclam e dialogam. Os episódios são organizados em torno de conceitos, agrupados pela sua letra inicial, convergindo numa rede de significações que renova o seu potencial compreensivo e para a qual são convocadas vozes que falam da experiência e outras que a teorizam. A poesia surge como um instrumento de multi, inter e transculturalidade, de inclusão e de identidade, mas também de insatisfação, conscientização política e despertar da sensibilidade aos outros e ao mundo.

CAETANO, A. P. Transpondo fronteiras urbanas. Encontros e mediações num projeto de educação comunitária. 2016. In: GOMES, C. A. et al (coord.). Atas do XIII Congresso SPCE - Fronteiras, diálogos e transições na educação. Viseu: Escola Superior de Educação, Instituto Politécnico de Viseu. [Fragmento adaptado]

Ao introduzir a temática do texto, a autora:","39d1a4250fcb0a969f2017f858a84a80a1d00cc2baf8a03ccfaf76089d9707cd809f557678e32468adcd9f1d8aad068a3cdbdf0a829063e7bf3432d282689875","train","monta um panorama das ideias a serem desenvolvidas.","2025-09-17T17:14:04.092236Z"
110,"1","2025-09-17T17:14:10.636788Z","Linguagens e Códigos",111,"Análise de Exemplo",5.445,"TEXTO DE REFERÊNCIA: A linguagem corporal nada mais é do que uma forma de comunicação não verbal, anterior ao próprio nascimento da palavra. Entre o ser vivo, determinadas atitudes e expressões representam claramente o seu sentimento (como o ânimo ou desânimo, por exemplo), bem como a expressividade do olhar. Ao longo da vida, nós aprendemos a identificar e interpretar cada uma destas expressões. Mas, além dos gestos e representações dos sentimentos, a linguagem corporal também está ligada ao nosso modo de caminhar, de se sentar e de gesticular. E onde o teatro entra nessa história e por que a expressão corporal se faz tão importante nesta forma de arte?

De acordo com o texto, a linguagem corporal é:","b07d92ac1ed02bb4b4c1c09029c919a527705b35e6d2bf1af4d18c849fef37d7f4a6bbc494667941bbf775fd10c5fa83c8d2bcc6142be1131972a6e38f97e1d0","train","necessária para aprimorar a capacidade de expressão das pessoas.","2025-09-17T17:14:10.636800Z"
111,"1","2025-09-17T17:14:25.302832Z","Matemática",112,"Procedimental",13.676,"TEXTO DE REFERÊNCIA: Em uma feira escolar, os alunos do 3º ano do Ensino Médio estão apresentando os braços robóticos que construíram em uma disciplina optativa. O professor de Matemática desafiou os grupos a programarem o braço robótico para que ele desenhasse um triângulo, logo em seguida, deveriam posicioná-lo em um dos pontos notáveis desse triângulo que estivesse totalmente fora da imagem desenhada.

O quadro a seguir apresenta as propostas apresentadas pelos grupos:

|Grupo|Alfa|Beta|Gama|Delta|Zeta|
|---|---|---|---|---|---|
|**Tipo de triângulo**\n**desenhado**|Retângulo|Retângulo|Retângulo|Obtusângulo|Obtusângulo|
|**Ponto notável**\n**em que o braço**\n**robótico foi**\n**posicionado**|Ortocentro|Incentro|Baricentro|Circuncentro|Baricentro|

Dessa maneira, o grupo cujo braço robótico estava posicionado no local pedido foi o","b135bd9340148c0776cd0b7f408eda9eb318089bb44afd18da89864eb767ef27adc6f51026603f3a401f29f293beb3957fe938406981eeaa69588963f6b77c0e","train","Delta","2025-09-17T17:14:25.302843Z"
112,"1","2025-09-17T17:14:39.333221Z","Ciências da Natureza",113,"Comparativo",13.02,"TEXTO DE REFERÊNCIA: ""Como funcionam as colas?""

""O funcionamento das colas é baseado na evaporação da água que elas levam em sua composição. Ao virar vapor, o líquido que era aquoso acaba formando uma camada sólida adesiva. 'A cola escolar líquida, por exemplo, é formada pela junção da água com polivinil acetato (PVA), um polímero sintético e ótimo adesivo para papel e madeira'.""

LINARDI, Fred. Disponível em https://super.abril.com.br.

O texto indica a especificidade da cola de PVA para papel e madeira. Para outros materiais, existem colas com diferentes composições. Isso se deve principalmente a quê?","db4eb93106f5d64c0c1a08e72f78a5572295f2561c46d8aec5e9cf931129a5e49d5d71753e4468d578340a5f4a5ee03ce1c08ff09df556d4ccc777b1563d38ef","train","formação de diferentes tipos de interações intermoleculares entre os materiais e a cola","2025-09-17T17:14:39.333231Z"
113,"1","2025-09-17T17:14:57.215991Z","Matemática",114,"Procedimental",16.897,"TEXTO DE REFERÊNCIA: A criação de uma embalagem de refrigerante mais alta, porém mais fina, está fazendo o cliente pagar o mesmo valor de antes por menos bebida. É que o novo formato tem apenas 310 mL, 40 mL a menos que as tradicionais embalagens com 350 mL, mas está sendo vendido a comerciantes pelo preço antigo. E o custo disso tem sido repassado ao consumidor.

Disponível em: <https://extra.globo.com>. Acesso em: 30 nov. 2023 (Adaptação).

ENUNCIADO: Considerando a diferença de volume entre as embalagens de 350 mL e 310 mL, qual seria a redução percentual aproximada que o preço deveria ter sofrido para permanecer coerente com a variação de capacidade?","60476a2aef637e9639a7d949aaa0acec0cde26e1164b6bfc987b6bd90b5d6b3ac817e3d02773c008e7b1148d6e4bed3472aa6b8a5123d63cfed9c8261542d5b0","test","11%","2025-09-17T17:14:57.216006Z"
114,"1","2025-09-17T17:15:43.699424Z","Linguagens e Códigos",115,"Análise de Exemplo",45.487,"TEXTO DE REFERÊNCIA: O lixo eletrônico abrange não somente computadores e celulares, mas qualquer tipo de eletrodoméstico, além de qualquer tipo de pilha ou bateria. Tanto os equipamentos quanto as baterias possuem substâncias que, se jogadas no lixo e enviadas a aterros sanitários, podem produzir danos importantes ao meio ambiente. “Os produtos eletroeletrônicos descartados no lixo comum impossibilitam a reciclagem deles por entidades e claramente prejudicam o meio ambiente”, explica a gerente executiva da Associação Brasileira de Reciclagem de Eletroeletrônicos e Eletrodomésticos, Mara Ballam. A Política Nacional de Resíduos Sólidos atribui ao fabricante a obrigação de dar o destino, processo também chamado de “logística reversa”. Cabe aos proprietários dos equipamentos entregá‑los para que possam ser corretamente descartados e reciclados.

No texto, chama‑se a atenção para um problema preocupante, sobretudo em virtude da _______?","7c6dae19989307f2d35c1ef99127825a41e25c25bb158a82a110e744adc4867fafc5685997cf88d7337ebef6d06ac2814ffd8340b56469bb44341b42b45a3800","train","ameaça ambiental decorrente do acúmulo e do descarte inadequado de lixo eletrônico.","2025-09-17T17:15:43.699439Z"
115,"1","2025-09-17T17:15:50.564333Z","Ciências Humanas",116,"Conceitual",3.917,"TEXTO DE REFERÊNCIA: Antônio Firmiando Macedo Braga... fazendo ciente ao respeitável público, que pelos males que a nação portuguesa lhe tem causado, desterra de si e de toda a sua família, de hoje para sempre, os indignos cognomes de Macedo Braga, que há herdado de seus pais e avós, naturais desses lugares de Portugal, e substituiu a eles os da sua pátria, passando a denominar‑se Antônio Firmiando Brasileiro Carioca e seus filhos: Rodrigo Antônio Brasileiro de Maceió, Inocência e Cândida Flora de Maceió.

EDELWEISS, F. G. A antroponímia patriótica da Independência. Salvador: CEB: UFBA, 1981. p. 8. In: DEL PRIORE, M. O livro de ouro da História do Brasil. Rio de Janeiro: Ediouro, 2003.

[Fragmento adaptado]

De acordo com o trecho acima, qual sentimento caracterizava o contexto pós‑Independência do Brasil mencionado?","ccca5a94ffe85d32b71798878e67ebfb593b80cd9cde95860e76dd0b729046cc9ccf948986f35c3a68955780e9ad0c5491fc9c7e924bf7052c287694de4b85d4","valid","sentimento antilusitano","2025-09-17T17:15:50.564348Z"
116,"1","2025-09-17T17:15:58.545134Z","Linguagens e Códigos",117,"Análise de Exemplo",6.748,"TEXTO DE REFERÊNCIA: cultivo

planta vento,

poeta que me arremessa
tempestades‑ninfas virão
entregar‑te confissões
da musa inquieta

planta o vento sossegado
que aponta ao leste
e colhe a tempestade de amor

que tu mesmo fizeste

RIBEIRO, A. E. Fresta por onde olha r. Belo Horizonte: Editorial Interditado, 2008. p. 20.

Qual recurso linguístico predomina na função poética da linguagem em 'cultivo', de Ana Elisa Ribeiro?","033c5fc4c2396a690a03441fbef882da373ce1e08101ceb24c2bc6e4909792e521cf51ead442314da29f5d4090375b55f21991bcaefd30051de007902078869a","train","Metáforas que combinam elementos da natureza e ações humanas","2025-09-17T17:15:58.545172Z"
117,"1","2025-09-17T17:16:16.400937Z","Ciências Humanas",118,"Análise de Exemplo",16.91,"TEXTO DE REFERÊNCIA: Os movimentos feministas no Brasil

A família tende a tornar‑se um malabarismo constante com desgastantes ambições de multiplicação entre demandas profissionais, obrigações educacionais, cuidados com as crianças e a monotonia do trabalho doméstico. Surge o modelo de família negociada a longo prazo, na qual posições individuais autonomizadas assumem, até nova ordem, um controverso acordo de metas para regular o intercâmbio emocional. Os filhos já não conhecem as circunstâncias de vida dos pais, para não mencionar a dos avós. Isto é, os horizontes temporais da percepção da vida são cada vez mais estreitos, até o limite da história reduzida ao presente (perpétuo) e tudo girando em torno do eixo do próprio ego, da própria vida. Surgem módulos pré‑fabricados de possibilidades combinatórias de natureza biográfica.

BECK, U. Sociedade de risco : rumo a outra modernidade. São Paulo: Editora 34, 2011.

Com base no texto acima, qual é a explicação apontada para a consolidação do contexto social descrito?","8525fbc6ce1f44d810578b0247ccbf53e447df55af8f0ef26719635c85013e4e0267cffae848053505e8aa8d1b335902e699170d0628ed55e45c44ab1b9f3d5a","train","crescente processo de individualização das sociedades modernas","2025-09-17T17:16:16.400951Z"
118,"1","2025-09-17T17:16:21.111162Z","Ciências da Natureza",119,"Procedimental",2.779,"TEXTO DE REFERÊNCIA: Etapa 3 – O pirocloro concentrado Nb2O5 (266 g/mol), chamado de pentóxido de nióbio, é refinado para eliminar resíduos de outros metais; Etapa 4 – Transformação do pirocloro concentrado refinado em FeNb (149 g/mol) por adição de alumínio e óxido férrico Fe2O3 (160 g/mol), com 75% de rendimento: 3 Nb2O5 + 3 Fe2O3 + 16 Al → 6 FeNb + 8 Al2O3. Foram usados 7,98 toneladas de pirocloro concentrado (Nb2O5) e 4,8 toneladas de óxido férrico (Fe2O3). A massa de ferronióbio produzida pela reação de 7,98 toneladas de pirocloro concentrado e 4,8 toneladas de óxido férrico na etapa 4 é de aproximadamente","8ae08b966190f3cf5e5afae71c0e29c0c5f49469de307881ec2b00de343904cf335302b6d5cb45127749c8f66c4afccf7746e724026e73ab127666ed761902ce","train","6,7 toneladas","2025-09-17T17:16:21.111171Z"
119,"1","2025-09-17T17:17:00.613637Z","Matemática",120,"Comparativo",38.262,"TEXTO DE REFERÊNCIA: Uma construtora apresentou cinco propostas para realizar uma obra cuja produtividade total é a mesma em todos os casos (mesma soma de horas‑trabalho necessárias):
I. entregue em 60 dias, com 80 trabalhadores e carga horária de 9 h/dia;
II. executada com 60 trabalhadores e carga horária de 4 h/dia (dias não informados);
III. entregue em 48 dias e com 90 trabalhadores (h/dia não informada);
IV. executada com 40 trabalhadores e carga horária de 12 h/dia (dias não informados);
V. entregue em 72 dias e com carga horária de 10 h/dia (nº de trabalhadores não informado).
Critérios do contratante: (1) a obra deve ser realizada em menos de 90 dias; (2) se mais de uma proposta satisfizer (1), escolher a que tiver menos trabalhadores envolvidos.
De acordo com as propostas e os critérios, qual proposta deve ser selecionada?","d968c6529210732ee1477ac59b3cd4487c25e39dd8ca9b2cf53b969009952942a432359825690d7adc8c68e67dce89de96f42eb1ee6a040a57ab7467ff443332","train","V","2025-09-17T17:17:00.613654Z"
120,"1","2025-09-17T17:17:10.191488Z","Ciências da Natureza",121,"Análise de Exemplo",8.648,"TEXTO DE REFERÊNCIA: Em 2020, o Ministério da Saúde rebateu um conteúdo compartilhado nas redes sociais sobre a possibilidade de as máscaras de proteção respiratória, empregadas para reduzir o risco de transmissão de doenças que se disseminam pelo ar, estarem promovendo a acidificação do sangue e, dessa forma, prejudicando o organismo.

A acidificação em questão não ocorre porque esses itens de proteção ...","c046c26acbf8f96f3212dfcac8e5975fa66ee0740b642df081a425a8fd0e06d27c887c0aa083d949a43e6cc2e1839065dd978aec9fa50cb75688c682ecbdae21","train","permitem a eliminação de CO₂ na expiração.","2025-09-17T17:17:10.191500Z"
121,"1","2025-09-17T17:17:16.174044Z","Ciências da Natureza",122,"Conceitual",4.806,"TEXTO DE REFERÊNCIA: _Se há inexatidão até em conversas sinceras e afetivas, imagine entre quem mente e quem adora uma fofoca, entre quem manipula e quem é inocente, entre quem não se expressa bem e quem não capta entrelinhas. O universo é repleto de mal-entendidos._ (l. 6-8)

De acordo com o método científico, qual é a primeira etapa que toda pesquisa ou investigação científica deve iniciar?","210b0eca3735602814a98305f342e5269db76d066eb05a82b624a733422122adda2b9763e4000d61fbd16930bc8473bc088e3ac41d3c73eb8e20eb60e972a4dc","train","observação","2025-09-17T17:17:16.174059Z"
122,"1","2025-09-17T17:17:23.241768Z","Ciências Humanas",123,"Análise de Exemplo",6.046,"TEXTO DE REFERÊNCIA: As coisas que temos de aprender antes de fazer, aprrendemo‑las fazendo‑as – por exemplo, tornamo‑nos justos praticando atos justos, moderados agindo moderadamente, e corajosos agindo corajosamente. Esta asserção é confirmada pelo que acontece nas cidades, pois os legisladores formam os cidadãos habituando‑os a fazerem o bem; esta é a intenção de todos os legisladores; os que não a põem corretamente em prática falham em seu objetivo, e é sob este aspecto que a boa constituição difere da má.

ARISTÓTELES. “Ética a Nicômaco”. In: MARCONDES, D. Textos básicos de Filosofia. Rio de Janeiro: Zahar, 2009. p. 58. (Adaptado)

ENUNCIADO: Em “Ética a Nicômaco”, Aristóteles tece considerações sobre as virtudes humanas. A esse respeito, as suas asserções implicam o reconhecimento de que o aprimoramento humano

Qual é a formulação que o texto atribui ao aprimoramento humano?","353717c67fa80371d0ede186c612b787987055278f4e90bbfc5c0ca0135012fd52a9075a2827fc953def2aac82864b76eafc0bcd1f5a75637be70c042b1ef0a1","train","se manifesta como um devir","2025-09-17T17:17:23.241780Z"
123,"1","2025-09-17T17:18:17.818643Z","Linguagens e Códigos",124,"Análise de Exemplo",53.341,"TEXTO DE REFERÊNCIA: Em meados dos anos 1970, Werner Herzog foi à Pensilvânia, nos EUA, filmar o World Livestock Auctioneer Championship, o campeonato mundial de leiloeiros de gado, e a experiência resultou no documentário How Much Wood Would a Woodchuck Chuck (1976). Nele, assistimos a uma estonteante sequência de recitações em altíssima velocidade, hipnóticos pregões, incompreensíveis anúncios de compra e venda [...], a ladainha do capitalismo feroz. O subtítulo do documentário, Beobachtungen zu einer neuen Sprache (Observações sobre uma nova linguagem), é revelador: Herzog acreditava que a fala hiperveloz dos leiloeiros era a última poesia possível, a verdadeira poesia do capitalismo [...]. Para o diretor, toda época possui sua linguagem extrema [...], e a do século XX era justamente a voz do ritual frenético do leilão [...]. É isso que o nosso tempo deve aprender [...], sob pena de aniquilação [...]. Ao contrário do que afirmam tradicionalistas de uma nota só, o nosso não é o tempo do vale-tudo – este quase sempre relacionado a uma suposta dissolução estética, mas também ética, que nos impediria de enxergar um Rumo [...]. Não é que não saibamos para onde ir. Em termos planetários, aliás, temos pouquíssimas saídas, mas muitas, muitas maneiras de apontá‑las [...]. É necessário [...] escutar a bruta e oca poesia dos leilões de gado para descobrir como não ser gado. Só assim seremos capazes de dar, enfim, um nome ao nosso tempo.

HERINGER, V. Vida desinteressante. São Paulo: Companhia das Letras, 2021 (adaptado).

Pergunta: De acordo com o cronista, o que o artista deve fazer para estar conectado ao seu momento histórico?

Resposta: Criar a partir da realidade de seu tempo.","f1a4ad44435625363d928326e8f918c62a2490c97e5799902544b218b8da5e57406cbe1b18c639309bb149e5ba6937d31435a52b66426d271317a4df94cea883","train","Criar a partir da realidade de seu tempo.","2025-09-17T17:18:17.818654Z"
124,"1","2025-09-17T17:18:23.986251Z","Matemática",125,"Procedimental",4.875,"TEXTO DE REFERÊNCIA: Para evitar surtos de doenças, é comum que os governos promovam campanhas de vacinação a fim de imunizar populações. As vacinas são aplicadas em pessoas de diferentes idades (de crianças a idosos) e registradas em um cartão individual para cada uma. Em uma pesquisa realizada para verificar o grau de imunização de um grupo de 1 000 indivíduos, descobriu‑se, por análise dos cartões individuais, que 920 receberam a vacina de sarampo, 880 receberam a vacina de tétano e 850 tomaram as duas vacinas.

Considerando os dados apresentados, qual a porcentagem de indivíduos desse grupo que não foram vacinados?","82dfb704cff084d2ed09b741cca517033a783895365c086a4379b561479cf22144fb96cee5dadc4f511acb4b6744c8b8bdd7013ec9b78b264bc0860cd8665836","train","5%","2025-09-17T17:18:23.986268Z"
125,"1","2025-09-17T17:18:30.029547Z","Ciências da Natureza",126,"Procedimental",5.054,"TEXTO DE REFERÊNCIA: O telescópio espacial James Webb foi desenvolvido para permitir uma nova geração tecnológica de observação e pesquisa espacial, sendo atualmente o equipamento mais potente de seu tipo. Com 6 toneladas e estando a 1,5 × 10⁶ km de nós, conhecido como ponto L2, sua magnitude nem se compara com o planeta o qual orbita, tendo a Terra aproximadamente 6 × 10²⁴ kg. Mesmo assim, já se tornou nossos olhos para o universo e o além, captando imagens a incríveis 500 milhões de anos‑luz do planeta.

Dadas as condições do telescópio e a constante gravitacional universal de 6,67 × 10⁻¹¹ m³ kg⁻¹ s⁻², qual é a força de atração gravitacional que o James Webb exerce sobre a Terra?","7515fe733b4aa75d41234489c6a026810e4a06fdd49cc7322fb90c63e01d9ecb079c027f845d5b2fc7794e5ea58e2ba012388fc0eee47f14bccbf5c0fe7aa2db","train","1,06 N","2025-09-17T17:18:30.029559Z"
